"date" "RM" "measurand" "mean.before" "mean.after" "median.before" "median.after" "median.after.noPP" "unit" "sL" "sbb" "sr" "u" "u.alternative" "t.value" "outlier" "labs remaining" "based on" "property value" "U"
2014-07-24 "OKUM" "Tb" 0.2253 0.2249 0.2286 0.2286 0.2286 "mg/kg" 0.000119 1.97e-05 6.189e-06 0.00265 0.00267 2.11 31 18 "median" 0.2286 0.00562
2014-07-24 "OKUM" "Th" 0.04245 0.031 0.03177 0.0285 0.0285 "mg/kg" 2.74e-05 3.06e-06 1.098e-06 0.00161 0.00162 2.23 10 11 "median" 0.0285 0.00361
2014-07-24 "OKUM" "Th" 0.04245 0.031 0.03177 0.0285 0.0285 "mg/kg" 2.74e-05 3.06e-06 1.098e-06 0.00161 0.00162 2.23 26 11 "median" 0.0285 0.00361
2014-07-24 "OKUM" "Th" 0.04245 0.031 0.03177 0.0285 0.0285 "mg/kg" 2.74e-05 3.06e-06 1.098e-06 0.00161 0.00162 2.23 31 11 "median" 0.0285 0.00361
2014-07-24 "OKUM" "Tl" 0.01455 0.01455 0.0143 0.0143 0.0143 "mg/kg" 5.63e-07 9.63e-08 2.932e-08 0.000446 0.000449 4.3 10 3 "median" 0.0143 0.00193
2014-07-24 "OKUM" "Tl" 0.01455 0.01455 0.0143 0.0143 0.0143 "mg/kg" 5.63e-07 9.63e-08 2.932e-08 0.000446 0.000449 4.3 26 3 "median" 0.0143 0.00193
2014-07-24 "OKUM" "Tl" 0.01455 0.01455 0.0143 0.0143 0.0143 "mg/kg" 5.63e-07 9.63e-08 2.932e-08 0.000446 0.000449 4.3 31 3 "median" 0.0143 0.00193
2014-07-24 "OKUM" "Tm" 0.1552 0.1533 0.1551 0.1549 0.1549 "mg/kg" 4.38e-05 9.08e-06 2.647e-06 0.00172 0.00173 2.13 10 16 "median" 0.1549 0.00368
2014-07-24 "OKUM" "Tm" 0.1552 0.1533 0.1551 0.1549 0.1549 "mg/kg" 4.38e-05 9.08e-06 2.647e-06 0.00172 0.00173 2.13 26 16 "median" 0.1549 0.00368
2014-07-24 "OKUM" "Tm" 0.1552 0.1533 0.1551 0.1549 0.1549 "mg/kg" 4.38e-05 9.08e-06 2.647e-06 0.00172 0.00173 2.13 31 16 "median" 0.1549 0.00368
2014-07-24 "OKUM" "U" 0.02669 0.01385 0.01222 0.01211 0.01211 "mg/kg" 1.59e-05 9.13e-07 4.111e-07 0.00116 0.00117 2.2 10 12 "median" 0.01211 0.00257
2014-07-24 "OKUM" "U" 0.02669 0.01385 0.01222 0.01211 0.01211 "mg/kg" 1.59e-05 9.13e-07 4.111e-07 0.00116 0.00117 2.2 26 12 "median" 0.01211 0.00257
2014-07-24 "OKUM" "U" 0.02669 0.01385 0.01222 0.01211 0.01211 "mg/kg" 1.59e-05 9.13e-07 4.111e-07 0.00116 0.00117 2.2 31 12 "median" 0.01211 0.00257
2014-07-24 "OKUM" "V" 166 167.8 167.5 169.5 168.5 "mg/kg" 38.6 2.92 1.201 1.44 1.45 2.1 10 19 "median" 169.5 3.05
2014-07-24 "OKUM" "V" 166 167.8 167.5 169.5 168.5 "mg/kg" 38.6 2.92 1.201 1.44 1.45 2.1 26 19 "median" 169.5 3.05
2014-07-24 "OKUM" "V" 166 167.8 167.5 169.5 168.5 "mg/kg" 38.6 2.92 1.201 1.44 1.45 2.1 31 19 "median" 169.5 3.05
2014-07-24 "OKUM" "Y" 9.141 9.082 9 8.998 8.995 "mg/kg" 0.358 0.00661 0.004398 0.138 0.138 2.1 10 19 "median" 8.998 0.29
2014-07-24 "OKUM" "Y" 9.141 9.082 9 8.998 8.995 "mg/kg" 0.358 0.00661 0.004398 0.138 0.138 2.1 26 19 "median" 8.998 0.29
2014-07-24 "OKUM" "Y" 9.141 9.082 9 8.998 8.995 "mg/kg" 0.358 0.00661 0.004398 0.138 0.138 2.1 31 19 "median" 8.998 0.29
2014-07-24 "OKUM" "Yb" 1.009 1.009 1.008 1.008 1.008 "mg/kg" 0.00221 0.000215 8.119e-05 0.0107 0.0107 2.09 10 20 "median" 1.008 0.0225
2014-07-24 "OKUM" "Yb" 1.009 1.009 1.008 1.008 1.008 "mg/kg" 0.00221 0.000215 8.119e-05 0.0107 0.0107 2.09 26 20 "median" 1.008 0.0225
2014-07-24 "OKUM" "Yb" 1.009 1.009 1.008 1.008 1.008 "mg/kg" 0.00221 0.000215 8.119e-05 0.0107 0.0107 2.09 31 20 "median" 1.008 0.0225
2014-07-24 "OKUM" "Zn" 61.58 61.22 62 61.8 62.11 "mg/kg" 17.2 0.929 0.4296 0.892 0.895 2.08 10 22 "median" 61.8 1.86
2014-07-24 "OKUM" "Zn" 61.58 61.22 62 61.8 62.11 "mg/kg" 17.2 0.929 0.4296 0.892 0.895 2.08 26 22 "median" 61.8 1.86
2014-07-24 "OKUM" "Zn" 61.58 61.22 62 61.8 62.11 "mg/kg" 17.2 0.929 0.4296 0.892 0.895 2.08 31 22 "median" 61.8 1.86
2014-07-24 "OKUM" "Zr" 18.81 16.97 17.93 17.12 17.12 "mg/kg" 5.12 0.0417 0.03596 0.567 0.567 2.13 10 16 "median" 17.12 1.21
2014-07-24 "OKUM" "Zr" 18.81 16.97 17.93 17.12 17.12 "mg/kg" 5.12 0.0417 0.03596 0.567 0.567 2.13 26 16 "median" 17.12 1.21
2014-07-24 "OKUM" "Zr" 18.81 16.97 17.93 17.12 17.12 "mg/kg" 5.12 0.0417 0.03596 0.567 0.567 2.13 31 16 "median" 17.12 1.21
