"date" "RM" "measurand" "mean.before" "mean.after" "median.before" "median.after" "median.after.noPP" "unit" "sL" "sbb" "sbb" "u" "u.alternative" "t.value" "outlier" "labs remaining" "based on" "property value" "U"
2014-07-25 "GAS" "Er" 0.04198 0.04295 0.04317 0.0434 0.0434 "mg/kg" 6.66e-06 9.36e-07 9.36e-07 0.000711 0.000711 2.14 33 15 "median" 0.0434 0.00153
2014-07-25 "GAS" "Er" 0.04198 0.04295 0.04317 0.0434 0.0434 "mg/kg" 6.66e-06 9.36e-07 9.36e-07 0.000711 0.000711 2.14 31 15 "median" 0.0434 0.00153
2014-07-25 "GAS" "Er" 0.04198 0.04295 0.04317 0.0434 0.0434 "mg/kg" 6.66e-06 9.36e-07 9.36e-07 0.000711 0.000711 2.14 24 15 "median" 0.0434 0.00153
2014-07-25 "GAS" "Eu" 0.009401 0.008721 0.009004 0.008989 0.008989 "mg/kg" 2.57e-06 3.61e-07 3.611e-07 0.000442 0.000442 2.14 10 15 "median" 0.008989 0.000948
2014-07-25 "GAS" "Eu" 0.009401 0.008721 0.009004 0.008989 0.008989 "mg/kg" 2.57e-06 3.61e-07 3.611e-07 0.000442 0.000442 2.14 6 15 "median" 0.008989 0.000948
2014-07-25 "GAS" "Eu" 0.009401 0.008721 0.009004 0.008989 0.008989 "mg/kg" 2.57e-06 3.61e-07 3.611e-07 0.000442 0.000442 2.14 26 15 "median" 0.008989 0.000948
2014-07-25 "GAS" "Eu" 0.009401 0.008721 0.009004 0.008989 0.008989 "mg/kg" 2.57e-06 3.61e-07 3.611e-07 0.000442 0.000442 2.14 33 15 "median" 0.008989 0.000948
2014-07-25 "GAS" "Eu" 0.009401 0.008721 0.009004 0.008989 0.008989 "mg/kg" 2.57e-06 3.61e-07 3.611e-07 0.000442 0.000442 2.14 31 15 "median" 0.008989 0.000948
2014-07-25 "GAS" "Eu" 0.009401 0.008721 0.009004 0.008989 0.008989 "mg/kg" 2.57e-06 3.61e-07 3.611e-07 0.000442 0.000442 2.14 24 15 "median" 0.008989 0.000948
2014-07-25 "GAS" "Ga" 1.077 0.9883 1 1 0.9848 "mg/kg" 0.0149 0.00209 0.002088 0.0392 0.0392 2.23 10 11 "median" 1 0.0874
2014-07-25 "GAS" "Ga" 1.077 0.9883 1 1 0.9848 "mg/kg" 0.0149 0.00209 0.002088 0.0392 0.0392 2.23 6 11 "median" 1 0.0874
2014-07-25 "GAS" "Ga" 1.077 0.9883 1 1 0.9848 "mg/kg" 0.0149 0.00209 0.002088 0.0392 0.0392 2.23 26 11 "median" 1 0.0874
2014-07-25 "GAS" "Ga" 1.077 0.9883 1 1 0.9848 "mg/kg" 0.0149 0.00209 0.002088 0.0392 0.0392 2.23 33 11 "median" 1 0.0874
2014-07-25 "GAS" "Ga" 1.077 0.9883 1 1 0.9848 "mg/kg" 0.0149 0.00209 0.002088 0.0392 0.0392 2.23 31 11 "median" 1 0.0874
2014-07-25 "GAS" "Ga" 1.077 0.9883 1 1 0.9848 "mg/kg" 0.0149 0.00209 0.002088 0.0392 0.0392 2.23 24 11 "median" 1 0.0874
2014-07-25 "GAS" "Gd" 0.04876 0.04426 0.04434 0.04432 0.04432 "mg/kg" 9.91e-06 1.39e-06 1.394e-06 0.000933 0.000933 2.18 10 13 "median" 0.04432 0.00203
2014-07-25 "GAS" "Gd" 0.04876 0.04426 0.04434 0.04432 0.04432 "mg/kg" 9.91e-06 1.39e-06 1.394e-06 0.000933 0.000933 2.18 6 13 "median" 0.04432 0.00203
2014-07-25 "GAS" "Gd" 0.04876 0.04426 0.04434 0.04432 0.04432 "mg/kg" 9.91e-06 1.39e-06 1.394e-06 0.000933 0.000933 2.18 26 13 "median" 0.04432 0.00203
2014-07-25 "GAS" "Gd" 0.04876 0.04426 0.04434 0.04432 0.04432 "mg/kg" 9.91e-06 1.39e-06 1.394e-06 0.000933 0.000933 2.18 33 13 "median" 0.04432 0.00203
2014-07-25 "GAS" "Gd" 0.04876 0.04426 0.04434 0.04432 0.04432 "mg/kg" 9.91e-06 1.39e-06 1.394e-06 0.000933 0.000933 2.18 31 13 "median" 0.04432 0.00203
2014-07-25 "GAS" "Gd" 0.04876 0.04426 0.04434 0.04432 0.04432 "mg/kg" 9.91e-06 1.39e-06 1.394e-06 0.000933 0.000933 2.18 24 13 "median" 0.04432 0.00203
2014-07-25 "GAS" "Hf" 0.05579 0.02454 0.02331 0.021 0.021 "mg/kg" 0.000145 2.04e-05 2.042e-05 0.00388 0.00388 2.23 10 11 "median" 0.021 0.00865
2014-07-25 "GAS" "Hf" 0.05579 0.02454 0.02331 0.021 0.021 "mg/kg" 0.000145 2.04e-05 2.042e-05 0.00388 0.00388 2.23 6 11 "median" 0.021 0.00865
2014-07-25 "GAS" "Hf" 0.05579 0.02454 0.02331 0.021 0.021 "mg/kg" 0.000145 2.04e-05 2.042e-05 0.00388 0.00388 2.23 26 11 "median" 0.021 0.00865
2014-07-25 "GAS" "Hf" 0.05579 0.02454 0.02331 0.021 0.021 "mg/kg" 0.000145 2.04e-05 2.042e-05 0.00388 0.00388 2.23 33 11 "median" 0.021 0.00865
2014-07-25 "GAS" "Hf" 0.05579 0.02454 0.02331 0.021 0.021 "mg/kg" 0.000145 2.04e-05 2.042e-05 0.00388 0.00388 2.23 31 11 "median" 0.021 0.00865
2014-07-25 "GAS" "Hf" 0.05579 0.02454 0.02331 0.021 0.021 "mg/kg" 0.000145 2.04e-05 2.042e-05 0.00388 0.00388 2.23 24 11 "median" 0.021 0.00865
2014-07-25 "GAS" "Ho" 0.01435 0.01337 0.0132 0.01312 0.01312 "mg/kg" 2.02e-06 2.84e-07 2.838e-07 0.000406 0.000406 2.16 10 14 "median" 0.01312 0.000876
2014-07-25 "GAS" "Ho" 0.01435 0.01337 0.0132 0.01312 0.01312 "mg/kg" 2.02e-06 2.84e-07 2.838e-07 0.000406 0.000406 2.16 6 14 "median" 0.01312 0.000876
2014-07-25 "GAS" "Ho" 0.01435 0.01337 0.0132 0.01312 0.01312 "mg/kg" 2.02e-06 2.84e-07 2.838e-07 0.000406 0.000406 2.16 26 14 "median" 0.01312 0.000876
2014-07-25 "GAS" "Ho" 0.01435 0.01337 0.0132 0.01312 0.01312 "mg/kg" 2.02e-06 2.84e-07 2.838e-07 0.000406 0.000406 2.16 33 14 "median" 0.01312 0.000876
2014-07-25 "GAS" "Ho" 0.01435 0.01337 0.0132 0.01312 0.01312 "mg/kg" 2.02e-06 2.84e-07 2.838e-07 0.000406 0.000406 2.16 31 14 "median" 0.01312 0.000876
2014-07-25 "GAS" "Ho" 0.01435 0.01337 0.0132 0.01312 0.01312 "mg/kg" 2.02e-06 2.84e-07 2.838e-07 0.000406 0.000406 2.16 24 14 "median" 0.01312 0.000876
2014-07-25 "GAS" "La" 0.1389 0.1441 0.1388 0.1456 0.1456 "g/100g" 0.000136 1.92e-05 1.915e-05 0.00322 0.00322 2.14 10 15 "median" 0.1456 0.0069
2014-07-25 "GAS" "La" 0.1389 0.1441 0.1388 0.1456 0.1456 "g/100g" 0.000136 1.92e-05 1.915e-05 0.00322 0.00322 2.14 6 15 "median" 0.1456 0.0069
2014-07-25 "GAS" "La" 0.1389 0.1441 0.1388 0.1456 0.1456 "g/100g" 0.000136 1.92e-05 1.915e-05 0.00322 0.00322 2.14 26 15 "median" 0.1456 0.0069
2014-07-25 "GAS" "La" 0.1389 0.1441 0.1388 0.1456 0.1456 "g/100g" 0.000136 1.92e-05 1.915e-05 0.00322 0.00322 2.14 33 15 "median" 0.1456 0.0069
2014-07-25 "GAS" "La" 0.1389 0.1441 0.1388 0.1456 0.1456 "g/100g" 0.000136 1.92e-05 1.915e-05 0.00322 0.00322 2.14 31 15 "median" 0.1456 0.0069
2014-07-25 "GAS" "La" 0.1389 0.1441 0.1388 0.1456 0.1456 "g/100g" 0.000136 1.92e-05 1.915e-05 0.00322 0.00322 2.14 24 15 "median" 0.1456 0.0069
2014-07-25 "GAS" "Li" 2.217 2.14 2.179 2.179 2.179 "mg/kg" 0.119 0.0167 0.01671 0.15 0.15 2.57 10 6 "median" 2.179 0.386
2014-07-25 "GAS" "Li" 2.217 2.14 2.179 2.179 2.179 "mg/kg" 0.119 0.0167 0.01671 0.15 0.15 2.57 6 6 "median" 2.179 0.386
2014-07-25 "GAS" "Li" 2.217 2.14 2.179 2.179 2.179 "mg/kg" 0.119 0.0167 0.01671 0.15 0.15 2.57 26 6 "median" 2.179 0.386
2014-07-25 "GAS" "Li" 2.217 2.14 2.179 2.179 2.179 "mg/kg" 0.119 0.0167 0.01671 0.15 0.15 2.57 33 6 "median" 2.179 0.386
2014-07-25 "GAS" "Li" 2.217 2.14 2.179 2.179 2.179 "mg/kg" 0.119 0.0167 0.01671 0.15 0.15 2.57 31 6 "median" 2.179 0.386
2014-07-25 "GAS" "Li" 2.217 2.14 2.179 2.179 2.179 "mg/kg" 0.119 0.0167 0.01671 0.15 0.15 2.57 24 6 "median" 2.179 0.386
2014-07-25 "GAS" "Lu" 0.009547 0.009717 0.00915 0.00925 0.00925 "mg/kg" 5.97e-07 8.4e-08 8.398e-08 0.000213 0.000213 2.14 10 15 "median" 0.00925 0.000457
2014-07-25 "GAS" "Lu" 0.009547 0.009717 0.00915 0.00925 0.00925 "mg/kg" 5.97e-07 8.4e-08 8.398e-08 0.000213 0.000213 2.14 6 15 "median" 0.00925 0.000457
2014-07-25 "GAS" "Lu" 0.009547 0.009717 0.00915 0.00925 0.00925 "mg/kg" 5.97e-07 8.4e-08 8.398e-08 0.000213 0.000213 2.14 26 15 "median" 0.00925 0.000457
2014-07-25 "GAS" "Lu" 0.009547 0.009717 0.00915 0.00925 0.00925 "mg/kg" 5.97e-07 8.4e-08 8.398e-08 0.000213 0.000213 2.14 33 15 "median" 0.00925 0.000457
2014-07-25 "GAS" "Lu" 0.009547 0.009717 0.00915 0.00925 0.00925 "mg/kg" 5.97e-07 8.4e-08 8.398e-08 0.000213 0.000213 2.14 31 15 "median" 0.00925 0.000457
2014-07-25 "GAS" "Lu" 0.009547 0.009717 0.00915 0.00925 0.00925 "mg/kg" 5.97e-07 8.4e-08 8.398e-08 0.000213 0.000213 2.14 24 15 "median" 0.00925 0.000457
2014-07-25 "GAS" "Nb" 0.159 0.04143 0.04455 0.04239 0.04239 "mg/kg" 0.000119 1.68e-05 1.68e-05 0.00413 0.00413 2.36 10 8 "median" 0.04239 0.00976
2014-07-25 "GAS" "Nb" 0.159 0.04143 0.04455 0.04239 0.04239 "mg/kg" 0.000119 1.68e-05 1.68e-05 0.00413 0.00413 2.36 6 8 "median" 0.04239 0.00976
2014-07-25 "GAS" "Nb" 0.159 0.04143 0.04455 0.04239 0.04239 "mg/kg" 0.000119 1.68e-05 1.68e-05 0.00413 0.00413 2.36 26 8 "median" 0.04239 0.00976
2014-07-25 "GAS" "Nb" 0.159 0.04143 0.04455 0.04239 0.04239 "mg/kg" 0.000119 1.68e-05 1.68e-05 0.00413 0.00413 2.36 33 8 "median" 0.04239 0.00976
2014-07-25 "GAS" "Nb" 0.159 0.04143 0.04455 0.04239 0.04239 "mg/kg" 0.000119 1.68e-05 1.68e-05 0.00413 0.00413 2.36 31 8 "median" 0.04239 0.00976
2014-07-25 "GAS" "Nb" 0.159 0.04143 0.04455 0.04239 0.04239 "mg/kg" 0.000119 1.68e-05 1.68e-05 0.00413 0.00413 2.36 24 8 "median" 0.04239 0.00976
2014-07-25 "GAS" "Nd" 0.1362 0.1338 0.1321 0.1315 0.1315 "mg/kg" 0.000107 1.5e-05 1.499e-05 0.00306 0.00306 2.18 10 13 "median" 0.1315 0.00666
2014-07-25 "GAS" "Nd" 0.1362 0.1338 0.1321 0.1315 0.1315 "mg/kg" 0.000107 1.5e-05 1.499e-05 0.00306 0.00306 2.18 6 13 "median" 0.1315 0.00666
2014-07-25 "GAS" "Nd" 0.1362 0.1338 0.1321 0.1315 0.1315 "mg/kg" 0.000107 1.5e-05 1.499e-05 0.00306 0.00306 2.18 26 13 "median" 0.1315 0.00666
2014-07-25 "GAS" "Nd" 0.1362 0.1338 0.1321 0.1315 0.1315 "mg/kg" 0.000107 1.5e-05 1.499e-05 0.00306 0.00306 2.18 33 13 "median" 0.1315 0.00666
2014-07-25 "GAS" "Nd" 0.1362 0.1338 0.1321 0.1315 0.1315 "mg/kg" 0.000107 1.5e-05 1.499e-05 0.00306 0.00306 2.18 31 13 "median" 0.1315 0.00666
2014-07-25 "GAS" "Nd" 0.1362 0.1338 0.1321 0.1315 0.1315 "mg/kg" 0.000107 1.5e-05 1.499e-05 0.00306 0.00306 2.18 24 13 "median" 0.1315 0.00666
2014-07-25 "GAS" "Ni" 2240 2278 2279 2292 2313 "mg/kg" 8610 1210 1211 21.6 21.6 2.09 10 21 "median" 2292 45.1
2014-07-25 "GAS" "Ni" 2240 2278 2279 2292 2313 "mg/kg" 8610 1210 1211 21.6 21.6 2.09 6 21 "median" 2292 45.1
2014-07-25 "GAS" "Ni" 2240 2278 2279 2292 2313 "mg/kg" 8610 1210 1211 21.6 21.6 2.09 26 21 "median" 2292 45.1
2014-07-25 "GAS" "Ni" 2240 2278 2279 2292 2313 "mg/kg" 8610 1210 1211 21.6 21.6 2.09 33 21 "median" 2292 45.1
2014-07-25 "GAS" "Ni" 2240 2278 2279 2292 2313 "mg/kg" 8610 1210 1211 21.6 21.6 2.09 31 21 "median" 2292 45.1
2014-07-25 "GAS" "Ni" 2240 2278 2279 2292 2313 "mg/kg" 8610 1210 1211 21.6 21.6 2.09 24 21 "median" 2292 45.1
2014-07-25 "GAS" "Pb" 2.104 1.948 1.929 1.922 1.922 "mg/kg" 0.056 0.00788 0.007879 0.0894 0.0894 2.36 10 8 "median" 1.922 0.211
2014-07-25 "GAS" "Pb" 2.104 1.948 1.929 1.922 1.922 "mg/kg" 0.056 0.00788 0.007879 0.0894 0.0894 2.36 6 8 "median" 1.922 0.211
2014-07-25 "GAS" "Pb" 2.104 1.948 1.929 1.922 1.922 "mg/kg" 0.056 0.00788 0.007879 0.0894 0.0894 2.36 26 8 "median" 1.922 0.211
2014-07-25 "GAS" "Pb" 2.104 1.948 1.929 1.922 1.922 "mg/kg" 0.056 0.00788 0.007879 0.0894 0.0894 2.36 33 8 "median" 1.922 0.211
2014-07-25 "GAS" "Pb" 2.104 1.948 1.929 1.922 1.922 "mg/kg" 0.056 0.00788 0.007879 0.0894 0.0894 2.36 31 8 "median" 1.922 0.211
2014-07-25 "GAS" "Pb" 2.104 1.948 1.929 1.922 1.922 "mg/kg" 0.056 0.00788 0.007879 0.0894 0.0894 2.36 24 8 "median" 1.922 0.211
2014-07-25 "GAS" "Pr" 0.03522 0.03198 0.0327 0.03263 0.03263 "g/100g" 6.17e-06 8.68e-07 8.678e-07 0.000736 0.000736 2.18 10 13 "median" 0.03263 0.0016
2014-07-25 "GAS" "Pr" 0.03522 0.03198 0.0327 0.03263 0.03263 "g/100g" 6.17e-06 8.68e-07 8.678e-07 0.000736 0.000736 2.18 6 13 "median" 0.03263 0.0016
2014-07-25 "GAS" "Pr" 0.03522 0.03198 0.0327 0.03263 0.03263 "g/100g" 6.17e-06 8.68e-07 8.678e-07 0.000736 0.000736 2.18 26 13 "median" 0.03263 0.0016
2014-07-25 "GAS" "Pr" 0.03522 0.03198 0.0327 0.03263 0.03263 "g/100g" 6.17e-06 8.68e-07 8.678e-07 0.000736 0.000736 2.18 33 13 "median" 0.03263 0.0016
2014-07-25 "GAS" "Pr" 0.03522 0.03198 0.0327 0.03263 0.03263 "g/100g" 6.17e-06 8.68e-07 8.678e-07 0.000736 0.000736 2.18 31 13 "median" 0.03263 0.0016
2014-07-25 "GAS" "Pr" 0.03522 0.03198 0.0327 0.03263 0.03263 "g/100g" 6.17e-06 8.68e-07 8.678e-07 0.000736 0.000736 2.18 24 13 "median" 0.03263 0.0016
2014-07-25 "GAS" "Rb" 0.3794 0.2736 0.2555 0.2555 0.2555 "mg/kg" 0.004 0.000563 0.0005628 0.0187 0.0187 2.18 10 13 "median" 0.2555 0.0408
2014-07-25 "GAS" "Rb" 0.3794 0.2736 0.2555 0.2555 0.2555 "mg/kg" 0.004 0.000563 0.0005628 0.0187 0.0187 2.18 6 13 "median" 0.2555 0.0408
2014-07-25 "GAS" "Rb" 0.3794 0.2736 0.2555 0.2555 0.2555 "mg/kg" 0.004 0.000563 0.0005628 0.0187 0.0187 2.18 26 13 "median" 0.2555 0.0408
2014-07-25 "GAS" "Rb" 0.3794 0.2736 0.2555 0.2555 0.2555 "mg/kg" 0.004 0.000563 0.0005628 0.0187 0.0187 2.18 33 13 "median" 0.2555 0.0408
2014-07-25 "GAS" "Rb" 0.3794 0.2736 0.2555 0.2555 0.2555 "mg/kg" 0.004 0.000563 0.0005628 0.0187 0.0187 2.18 31 13 "median" 0.2555 0.0408
2014-07-25 "GAS" "Rb" 0.3794 0.2736 0.2555 0.2555 0.2555 "mg/kg" 0.004 0.000563 0.0005628 0.0187 0.0187 2.18 24 13 "median" 0.2555 0.0408
2014-07-25 "GAS" "Sb" 11.95 11.95 12 12 12 "mg/kg" 0.991 0.139 0.1393 0.402 0.402 2.45 10 7 "median" 12 0.983
2014-07-25 "GAS" "Sb" 11.95 11.95 12 12 12 "mg/kg" 0.991 0.139 0.1393 0.402 0.402 2.45 6 7 "median" 12 0.983
2014-07-25 "GAS" "Sb" 11.95 11.95 12 12 12 "mg/kg" 0.991 0.139 0.1393 0.402 0.402 2.45 26 7 "median" 12 0.983
2014-07-25 "GAS" "Sb" 11.95 11.95 12 12 12 "mg/kg" 0.991 0.139 0.1393 0.402 0.402 2.45 33 7 "median" 12 0.983
2014-07-25 "GAS" "Sb" 11.95 11.95 12 12 12 "mg/kg" 0.991 0.139 0.1393 0.402 0.402 2.45 31 7 "median" 12 0.983
2014-07-25 "GAS" "Sb" 11.95 11.95 12 12 12 "mg/kg" 0.991 0.139 0.1393 0.402 0.402 2.45 24 7 "median" 12 0.983
2014-07-25 "GAS" "Sc" 6.99 6.731 6.937 6.898 6.885 "mg/kg" 0.511 0.0719 0.07188 0.185 0.185 2.12 10 17 "median" 6.898 0.393
2014-07-25 "GAS" "Sc" 6.99 6.731 6.937 6.898 6.885 "mg/kg" 0.511 0.0719 0.07188 0.185 0.185 2.12 6 17 "median" 6.898 0.393
2014-07-25 "GAS" "Sc" 6.99 6.731 6.937 6.898 6.885 "mg/kg" 0.511 0.0719 0.07188 0.185 0.185 2.12 26 17 "median" 6.898 0.393
2014-07-25 "GAS" "Sc" 6.99 6.731 6.937 6.898 6.885 "mg/kg" 0.511 0.0719 0.07188 0.185 0.185 2.12 33 17 "median" 6.898 0.393
2014-07-25 "GAS" "Sc" 6.99 6.731 6.937 6.898 6.885 "mg/kg" 0.511 0.0719 0.07188 0.185 0.185 2.12 31 17 "median" 6.898 0.393
2014-07-25 "GAS" "Sc" 6.99 6.731 6.937 6.898 6.885 "mg/kg" 0.511 0.0719 0.07188 0.185 0.185 2.12 24 17 "median" 6.898 0.393
2014-07-25 "GAS" "Sm" 0.03705 0.03705 0.03413 0.03413 0.03413 "mg/kg" 0.000127 1.79e-05 1.788e-05 0.00301 0.00301 2.13 10 16 "median" 0.03413 0.00642
2014-07-25 "GAS" "Sm" 0.03705 0.03705 0.03413 0.03413 0.03413 "mg/kg" 0.000127 1.79e-05 1.788e-05 0.00301 0.00301 2.13 6 16 "median" 0.03413 0.00642
2014-07-25 "GAS" "Sm" 0.03705 0.03705 0.03413 0.03413 0.03413 "mg/kg" 0.000127 1.79e-05 1.788e-05 0.00301 0.00301 2.13 26 16 "median" 0.03413 0.00642
2014-07-25 "GAS" "Sm" 0.03705 0.03705 0.03413 0.03413 0.03413 "mg/kg" 0.000127 1.79e-05 1.788e-05 0.00301 0.00301 2.13 33 16 "median" 0.03413 0.00642
2014-07-25 "GAS" "Sm" 0.03705 0.03705 0.03413 0.03413 0.03413 "mg/kg" 0.000127 1.79e-05 1.788e-05 0.00301 0.00301 2.13 31 16 "median" 0.03413 0.00642
2014-07-25 "GAS" "Sm" 0.03705 0.03705 0.03413 0.03413 0.03413 "mg/kg" 0.000127 1.79e-05 1.788e-05 0.00301 0.00301 2.13 24 16 "median" 0.03413 0.00642
2014-07-25 "GAS" "Sn" 0.07359 0.07359 0.05553 0.05553 0.05553 "mg/kg" 0.00106 0.00015 0.0001495 0.0174 0.0174 3.18 10 4 "median" 0.05553 0.0554
2014-07-25 "GAS" "Sn" 0.07359 0.07359 0.05553 0.05553 0.05553 "mg/kg" 0.00106 0.00015 0.0001495 0.0174 0.0174 3.18 6 4 "median" 0.05553 0.0554
2014-07-25 "GAS" "Sn" 0.07359 0.07359 0.05553 0.05553 0.05553 "mg/kg" 0.00106 0.00015 0.0001495 0.0174 0.0174 3.18 26 4 "median" 0.05553 0.0554
2014-07-25 "GAS" "Sn" 0.07359 0.07359 0.05553 0.05553 0.05553 "mg/kg" 0.00106 0.00015 0.0001495 0.0174 0.0174 3.18 33 4 "median" 0.05553 0.0554
2014-07-25 "GAS" "Sn" 0.07359 0.07359 0.05553 0.05553 0.05553 "mg/kg" 0.00106 0.00015 0.0001495 0.0174 0.0174 3.18 31 4 "median" 0.05553 0.0554
2014-07-25 "GAS" "Sn" 0.07359 0.07359 0.05553 0.05553 0.05553 "mg/kg" 0.00106 0.00015 0.0001495 0.0174 0.0174 3.18 24 4 "median" 0.05553 0.0554
2014-07-25 "GAS" "Sr" 7.797 7.372 7.355 7.317 7.366 "mg/kg" 0.374 0.0526 0.05258 0.143 0.143 2.09 10 21 "median" 7.317 0.297
2014-07-25 "GAS" "Sr" 7.797 7.372 7.355 7.317 7.366 "mg/kg" 0.374 0.0526 0.05258 0.143 0.143 2.09 6 21 "median" 7.317 0.297
2014-07-25 "GAS" "Sr" 7.797 7.372 7.355 7.317 7.366 "mg/kg" 0.374 0.0526 0.05258 0.143 0.143 2.09 26 21 "median" 7.317 0.297
2014-07-25 "GAS" "Sr" 7.797 7.372 7.355 7.317 7.366 "mg/kg" 0.374 0.0526 0.05258 0.143 0.143 2.09 33 21 "median" 7.317 0.297
2014-07-25 "GAS" "Sr" 7.797 7.372 7.355 7.317 7.366 "mg/kg" 0.374 0.0526 0.05258 0.143 0.143 2.09 31 21 "median" 7.317 0.297
2014-07-25 "GAS" "Sr" 7.797 7.372 7.355 7.317 7.366 "mg/kg" 0.374 0.0526 0.05258 0.143 0.143 2.09 24 21 "median" 7.317 0.297
2014-07-25 "GAS" "Ta" 0.01285 0.007018 0.005947 0.0051 0.0051 "mg/kg" 1.92e-05 2.7e-06 2.7e-06 0.00156 0.00156 2.31 10 9 "median" 0.0051 0.0036
2014-07-25 "GAS" "Ta" 0.01285 0.007018 0.005947 0.0051 0.0051 "mg/kg" 1.92e-05 2.7e-06 2.7e-06 0.00156 0.00156 2.31 6 9 "median" 0.0051 0.0036
2014-07-25 "GAS" "Ta" 0.01285 0.007018 0.005947 0.0051 0.0051 "mg/kg" 1.92e-05 2.7e-06 2.7e-06 0.00156 0.00156 2.31 26 9 "median" 0.0051 0.0036
2014-07-25 "GAS" "Ta" 0.01285 0.007018 0.005947 0.0051 0.0051 "mg/kg" 1.92e-05 2.7e-06 2.7e-06 0.00156 0.00156 2.31 33 9 "median" 0.0051 0.0036
2014-07-25 "GAS" "Ta" 0.01285 0.007018 0.005947 0.0051 0.0051 "mg/kg" 1.92e-05 2.7e-06 2.7e-06 0.00156 0.00156 2.31 31 9 "median" 0.0051 0.0036
2014-07-25 "GAS" "Ta" 0.01285 0.007018 0.005947 0.0051 0.0051 "mg/kg" 1.92e-05 2.7e-06 2.7e-06 0.00156 0.00156 2.31 24 9 "median" 0.0051 0.0036
2014-07-25 "GAS" "Tb" 0.009056 0.008401 0.008607 0.00815 0.00815 "mg/kg" 8.04e-07 1.13e-07 1.131e-07 0.000266 0.000266 2.18 10 13 "median" 0.00815 0.000579
2014-07-25 "GAS" "Tb" 0.009056 0.008401 0.008607 0.00815 0.00815 "mg/kg" 8.04e-07 1.13e-07 1.131e-07 0.000266 0.000266 2.18 6 13 "median" 0.00815 0.000579
2014-07-25 "GAS" "Tb" 0.009056 0.008401 0.008607 0.00815 0.00815 "mg/kg" 8.04e-07 1.13e-07 1.131e-07 0.000266 0.000266 2.18 26 13 "median" 0.00815 0.000579
2014-07-25 "GAS" "Tb" 0.009056 0.008401 0.008607 0.00815 0.00815 "mg/kg" 8.04e-07 1.13e-07 1.131e-07 0.000266 0.000266 2.18 33 13 "median" 0.00815 0.000579
2014-07-25 "GAS" "Tb" 0.009056 0.008401 0.008607 0.00815 0.00815 "mg/kg" 8.04e-07 1.13e-07 1.131e-07 0.000266 0.000266 2.18 31 13 "median" 0.00815 0.000579
2014-07-25 "GAS" "Tb" 0.009056 0.008401 0.008607 0.00815 0.00815 "mg/kg" 8.04e-07 1.13e-07 1.131e-07 0.000266 0.000266 2.18 24 13 "median" 0.00815 0.000579
2014-07-25 "GAS" "Th" 0.03475 0.03102 0.03137 0.03117 0.03117 "mg/kg" 2.55e-05 3.58e-06 3.582e-06 0.00156 0.00156 2.2 10 12 "median" 0.03117 0.00342
2014-07-25 "GAS" "Th" 0.03475 0.03102 0.03137 0.03117 0.03117 "mg/kg" 2.55e-05 3.58e-06 3.582e-06 0.00156 0.00156 2.2 6 12 "median" 0.03117 0.00342
2014-07-25 "GAS" "Th" 0.03475 0.03102 0.03137 0.03117 0.03117 "mg/kg" 2.55e-05 3.58e-06 3.582e-06 0.00156 0.00156 2.2 26 12 "median" 0.03117 0.00342
2014-07-25 "GAS" "Th" 0.03475 0.03102 0.03137 0.03117 0.03117 "mg/kg" 2.55e-05 3.58e-06 3.582e-06 0.00156 0.00156 2.2 33 12 "median" 0.03117 0.00342
2014-07-25 "GAS" "Th" 0.03475 0.03102 0.03137 0.03117 0.03117 "mg/kg" 2.55e-05 3.58e-06 3.582e-06 0.00156 0.00156 2.2 31 12 "median" 0.03117 0.00342
2014-07-25 "GAS" "Th" 0.03475 0.03102 0.03137 0.03117 0.03117 "mg/kg" 2.55e-05 3.58e-06 3.582e-06 0.00156 0.00156 2.2 24 12 "median" 0.03117 0.00342
2014-07-25 "GAS" "Tl" 0.003124 0.003124 0.00327 0.00327 0.00327 "mg/kg" 4.89e-08 6.88e-09 6.876e-09 0.000167 0.000167 12.71 10 2 "median" 0.00327 0.00212
2014-07-25 "GAS" "Tl" 0.003124 0.003124 0.00327 0.00327 0.00327 "mg/kg" 4.89e-08 6.88e-09 6.876e-09 0.000167 0.000167 12.71 6 2 "median" 0.00327 0.00212
2014-07-25 "GAS" "Tl" 0.003124 0.003124 0.00327 0.00327 0.00327 "mg/kg" 4.89e-08 6.88e-09 6.876e-09 0.000167 0.000167 12.71 26 2 "median" 0.00327 0.00212
2014-07-25 "GAS" "Tl" 0.003124 0.003124 0.00327 0.00327 0.00327 "mg/kg" 4.89e-08 6.88e-09 6.876e-09 0.000167 0.000167 12.71 33 2 "median" 0.00327 0.00212
2014-07-25 "GAS" "Tl" 0.003124 0.003124 0.00327 0.00327 0.00327 "mg/kg" 4.89e-08 6.88e-09 6.876e-09 0.000167 0.000167 12.71 31 2 "median" 0.00327 0.00212
2014-07-25 "GAS" "Tl" 0.003124 0.003124 0.00327 0.00327 0.00327 "mg/kg" 4.89e-08 6.88e-09 6.876e-09 0.000167 0.000167 12.71 24 2 "median" 0.00327 0.00212
2014-07-25 "GAS" "Tm" 0.007546 0.007357 0.007425 0.0074 0.0074 "mg/kg" 3.95e-07 5.55e-08 5.549e-08 0.000186 0.000186 2.18 10 13 "median" 0.0074 0.000405
